index,size_mb,bandwidth_gbps
0,0.06,17.97
1,0.12,34.48
2,0.25,66.49
3,0.5,119.79
4,1.0,220.74
5,2.0,346.3
6,4.0,500.29
7,8.0,657.4
8,16.0,745.89
9,32.0,106.08
10,64.0,103.24
11,128.0,103.65
12,256.0,103.52
13,512.0,103.56
14,1024.0,184.87
